3392915663,3463,38973,51600,8143,8273,11214,8214,8215,8210,625,20,0,0,0,0,0
3392915664,3463,38843,51600,8139,8270,11218,8228,8227,8219,625,20,1,0,0,0,0
3392915665,3463,40295,51556,8147,8264,11228,8232,8229,8225,624,20,1,0,0,0,0
3392915666,3463,38624,53351,8139,8264,11239,8177,8176,8170,624,133,1,0,0,0,0
3392915667,3463,37431,54019,8143,8277,11225,8222,8219,8214,624,19,1,0,0,0,0
3392915668,3459,38579,50538,8115,8258,11225,8178,8178,8172,624,114,1,0,0,0,0
3392915669,3459,38756,50538,8137,8276,11229,8175,8176,8169,624,114,1,0,0,0,0
3392915670,3463,42612,51111,8154,8278,11252,8177,8179,8172,625,125,1,0,0,0,0
3392915671,3463,42579,58339,8150,8263,11236,8176,8176,8170,625,75,1,0,0,0,0
3392915672,3467,42679,58172,8137,8269,11218,8228,8228,8222,625,94,1,0,0,0,0
3392915673,3467,43393,57182,8143,8269,11226,8178,8178,8171,625,85,1,0,0,0,0
3392915674,3467,43732,55912,8135,8264,11234,8225,8227,8222,624,20,1,0,0,0,0
3392915675,3467,40950,59139,8143,8269,11213,8225,8224,8219,624,22,1,0,0,0,0
3392915676,3467,42728,58310,8144,8263,11214,8212,8212,8207,624,21,1,0,0,0,0
3392915677,3467,44496,57777,8144,8262,11242,8175,8177,8169,625,84,1,0,0,0,0
3392915678,3467,41252,52212,8143,8276,11242,8184,8183,8179,625,35,1,0,0,0,0
3392915679,3467,38651,51326,8157,8266,11207,8175,8177,8169,624,67,1,0,0,0,0
3392915680,3467,40698,55367,8140,8257,11229,8180,8179,8172,626,132,1,0,0,0,0
3392915681,3467,38210,62452,8151,8268,11226,8179,8180,8174,626,30,1,0,0,0,0
3392915682,3467,40031,58493,8143,8272,11235,8192,8190,8187,625,123,1,0,0,0,0
3392915683,3467,35359,72700,8141,8270,11218,8185,8190,8183,625,149,1,0,0,0,0
3392915684,3463,35593,81476,8151,8269,11233,8190,8188,8186,624,32,1,0,0,0,0
3392915685,3463,34963,82842,8136,8266,11224,8183,8184,8176,625,136,1,0,0,0,0
3392915686,3467,38848,80541,8140,8268,11226,8177,8181,8173,624,41,1,0,0,0,0
3392915687,3471,39981,56906,8144,8257,11223,8179,8182,8173,625,130,1,0,0,0,0
3392915688,3475,42855,57802,8144,8266,11223,8179,8179,8174,624,129,1,0,0,0,0
3392915689,3475,41060,58146,8139,8262,11226,8175,8175,8168,625,124,1,0,0,0,0
3392915690,3475,41121,51766,8155,8264,11215,8226,8225,8221,624,54,1,0,0,0,0
3392915691,3475,42493,49263,8144,8251,11231,8178,8183,8173,624,120,1,0,0,0,0
3392915692,3479,45709,49599,8132,8254,11219,8226,8228,8221,624,122,1,0,0,0,0
3392915693,3479,42203,49599,8138,8266,11231,8169,8169,8161,625,122,1,0,0,0,0
3392915694,3479,42673,46835,8143,8262,11217,8180,8181,8173,624,131,1,0,0,0,0
3392915695,3483,43786,49213,8137,8268,11240,8182,8184,8177,625,24,1,0,0,0,0
3392915696,3483,42248,49213,8142,8258,11211,8172,8176,8167,626,24,1,0,0,0,0
3392915697,3479,42898,47355,8137,8261,11233,8181,8180,8175,625,136,1,0,0,0,0
3392915698,3483,42386,47586,8148,8270,11216,8180,8180,8173,624,43,1,0,0,0,0
3392915699,3479,42613,48569,8142,8264,11221,8177,8179,8176,623,39,1,0,0,0,0
3392915700,3487,42369,49024,8149,8264,11219,8179,8180,8171,623,44,1,0,0,0,0
3392915701,3487,42767,50013,8143,8261,11224,8178,8180,8174,626,134,1,0,0,0,0
3392915702,3487,42311,49650,8143,8262,11223,8226,8227,8221,624,25,1,0,0,0,0
3392915704,3487,42639,52178,8150,8267,11233,8227,8227,8222,625,17,1,0,0,0,0
3392915705,3491,44341,51561,8141,8256,11241,8179,8180,8172,624,38,2,0,0,0,0
3392915706,3487,43126,52521,8131,8271,11239,8225,8225,8220,625,23,2,0,0,0,0
3392915707,3491,43070,52471,8146,8260,11239,8177,8179,8173,624,24,2,0,0,0,0
