3392917497,3395,50467,85991,8153,8270,11217,8177,8177,8171,624,45,0,0,0,0,0
3392917497,3391,50988,85991,8148,8268,11236,8177,8179,8171,624,48,1,0,0,0,0
3392917498,3387,51485,85492,8147,8277,11241,8225,8226,8222,625,23,1,0,0,0,0
3392917499,3387,50279,87434,8147,8267,11237,8177,8177,8173,625,20,1,0,0,0,0
3392917500,3383,51230,86015,8148,8267,11235,8182,8182,8176,625,29,1,0,0,0,0
3392917501,3383,51033,85422,8149,8273,11225,8195,8193,8192,624,84,1,0,0,0,0
3392917502,3383,49645,87408,8147,8265,11223,8221,8222,8218,624,115,1,0,0,0,0
3392917503,3387,50442,86486,8143,8274,11233,8178,8177,8168,624,72,1,0,0,0,0
3392917504,3391,50616,85898,8146,8268,11224,8227,8225,8222,625,27,1,0,0,0,0
3392917505,3391,50160,86086,8139,8261,11209,8178,8177,8167,623,100,1,0,0,0,0
3392917506,3391,50918,85570,8153,8264,11233,8188,8186,8182,624,80,1,0,0,0,0
3392917507,3391,52759,87307,8148,8264,11222,8178,8175,8168,624,120,1,0,0,0,0
3392917508,3391,49681,87590,8150,8268,11228,8179,8181,8176,624,48,1,0,0,0,0
3392917509,3391,49783,87644,8144,8268,11233,8230,8232,8226,624,113,1,0,0,0,0
3392917510,3391,49867,87760,8147,8276,11241,8180,8177,8173,623,58,1,0,0,0,0
3392917511,3395,49544,87887,8151,8268,11234,8195,8195,8194,624,127,1,0,0,0,0
3392917512,3395,49643,88066,8147,8272,11230,8181,8177,8174,624,33,1,0,0,0,0
3392917513,3395,48579,87508,8140,8270,11227,8221,8224,8220,625,25,1,0,0,0,0
3392917514,3399,49821,87348,8151,8268,11240,8175,8176,8170,624,52,1,0,0,0,0
3392917515,3395,50432,87203,8153,8270,11246,8181,8178,8173,624,130,1,0,0,0,0
3392917516,3395,49929,86735,8141,8267,11228,8178,8180,8172,624,118,1,0,0,0,0
3392917517,3395,50138,86709,8143,8268,11232,8175,8177,8170,624,109,1,0,0,0,0
3392917518,3395,52529,86107,8148,8270,11229,8212,8214,8208,624,43,1,0,0,0,0
3392917519,3391,49650,88058,8149,8267,11225,8211,8212,8207,624,29,1,0,0,0,0
3392917520,3391,50265,87485,8150,8268,11232,8180,8178,8170,624,52,1,0,0,0,0
3392917521,3387,50709,86848,8152,8276,11233,8184,8182,8176,625,37,1,0,0,0,0
3392917522,3387,51786,86425,8150,8274,11227,8206,8209,8204,626,77,1,0,0,0,0
3392917523,3387,50334,87640,8149,8270,11236,8180,8177,8172,624,52,1,0,0,0,0
3392917524,3387,50666,86974,8149,8274,11225,8183,8179,8174,624,32,1,0,0,0,0
3392917525,3387,50882,86222,8149,8269,11231,8207,8204,8197,624,97,1,0,0,0,0
3392917526,3387,50049,87729,8148,8268,11235,8204,8205,8197,624,69,1,0,0,0,0
3392917527,3387,50904,87266,8152,8263,11231,8217,8215,8211,625,36,1,0,0,0,0
3392917528,3387,51908,86451,8148,8267,11237,8176,8176,8170,624,86,1,0,0,0,0
3392917529,3387,49881,87715,8151,8273,11219,8188,8189,8184,624,109,1,0,0,0,0
3392917530,3387,50655,86661,8151,8268,11235,8217,8219,8213,624,21,1,0,0,0,0
3392917531,3383,50651,85570,8143,8267,11240,8218,8218,8214,624,26,1,0,0,0,0
3392917532,3383,50168,87270,8152,8262,11241,8180,8179,8173,625,137,1,0,0,0,0
3392917533,3383,51037,86150,8144,8271,11235,8185,8188,8180,624,31,1,0,0,0,0
3392917535,3383,50306,86914,8148,8278,11228,8180,8180,8175,625,36,1,0,0,0,0
3392917536,3383,49898,87783,8142,8268,11226,8184,8183,8178,624,34,2,0,0,0,0
3392917537,3383,50525,86927,8153,8268,11228,8210,8208,8204,624,20,2,0,0,0,0
3392917538,3387,49538,86083,8140,8269,11225,8174,8177,8170,625,110,2,0,0,0,0
3392917539,3391,49591,86985,8145,8272,11216,8213,8214,8210,624,21,2,0,0,0,0
3392917540,3391,49947,86399,8147,8266,11233,8177,8175,8168,624,71,2,0,0,0,0
3392917541,3387,50234,87134,8152,8269,11233,8217,8217,8212,624,23,2,0,0,0,0
3392917542,3387,50402,86581,8147,8263,11232,8222,8220,8215,625,29,2,0,0,0,0
3392917543,3387,50487,87692,8143,8274,11236,8186,8188,8177,625,107,2,0,0,0,0
3392917544,3387,50416,86718,8144,8275,11220,8179,8178,8171,624,43,2,0,0,0,0
3392917545,3383,50568,87689,8143,8267,11233,8180,8179,8172,625,128,2,0,0,0,0
3392917546,3383,51888,86655,8148,8260,11236,8189,8186,8182,624,92,2,0,0,0,0
3392917547,3387,50758,87644,8147,8263,11243,8189,8190,8185,624,75,2,0,0,0,0
3392917548,3387,50509,86667,8146,8270,11243,8180,8182,8175,624,29,2,0,0,0,0
3392917549,3383,50665,87413,8136,8251,11230,8221,8222,8214,625,25,2,0,0,0,0
3392917550,3387,50592,86556,8140,8265,11236,8177,8178,8169,624,122,2,0,0,0,0
3392917551,3391,51934,86989,8147,8261,11228,8209,8211,8206,624,135,2,0,0,0,0
3392917552,3387,51202,85112,8140,8266,11236,8219,8217,8214,626,27,2,0,0,0,0
3392917553,3391,51811,86269,8148,8268,11235,8176,8178,8172,625,95,2,0,0,0,0
3392917554,3391,50913,85297,8151,8266,11225,8196,8193,8187,624,108,2,0,0,0,0
3392917555,3391,51392,86627,8148,8267,11222,8178,8180,8173,624,133,2,0,0,0,0
3392917556,3391,51890,86108,8142,8278,11225,8196,8195,8189,624,109,2,0,0,0,0
3392917557,3391,50738,86984,8147,8267,11233,8201,8199,8195,624,19,2,0,0,0,0
3392917558,3395,51425,86669,8153,8265,11232,8178,8177,8173,624,47,2,0,0,0,0
3392917559,3395,49019,87856,8153,8266,11242,8175,8175,8170,625,84,2,0,0,0,0
3392917560,3391,50062,86882,8143,8268,11230,8181,8179,8174,626,48,2,0,0,0,0
3392917561,3391,49858,86784,8144,8267,11234,8228,8227,8221,624,19,2,0,0,0,0
3392917562,3387,50436,87961,8148,8268,11229,8183,8184,8177,624,111,2,0,0,0,0
3392917563,3387,50447,86956,8147,8267,11228,8178,8173,8170,625,100,2,0,0,0,0
3392917564,3387,49963,88345,8145,8268,11218,8174,8176,8171,625,126,2,0,0,0,0
3392917565,3383,50430,87100,8142,8267,11232,8188,8187,8182,624,27,2,0,0,0,0
3392917566,3383,50599,87005,8150,8274,11223,8176,8176,8170,624,115,2,0,0,0,0
3392917567,3387,50126,88665,8151,8268,11232,8196,8192,8187,624,112,2,0,0,0,0
3392917568,3387,49991,88365,8151,8268,11228,8181,8180,8171,624,45,2,0,0,0,0
3392917569,3391,50367,87466,8148,8269,11232,8178,8179,8169,625,133,2,0,0,0,0
3392917570,3391,51052,87120,8148,8269,11244,8222,8224,8217,625,47,2,0,0,0,0
3392917571,3391,49882,88888,8153,8270,11235,8175,8176,8170,625,78,2,0,0,0,0
3392917572,3391,50606,88113,8148,8267,11237,8223,8221,8216,624,24,2,0,0,0,0
3392917573,3391,50994,87359,8151,8268,11224,8192,8190,8184,624,71,2,0,0,0,0
3392917574,3391,50521,87016,8140,8268,11228,8210,8213,8208,624,28,2,0,0,0,0
3392917575,3391,50023,89466,8148,8270,11226,8179,8177,8171,625,47,2,0,0,0,0
3392917576,3391,51049,87776,8148,8271,11235,8177,8179,8175,624,53,2,0,0,0,0
3392917577,3391,50320,87004,8144,8270,11235,8178,8175,8168,624,120,2,0,0,0,0
3392917578,3387,50298,88987,8149,8267,11234,8183,8182,8178,624,142,2,0,0,0,0
3392917579,3391,50823,87353,8151,8268,11228,8175,8177,8172,624,59,2,0,0,0,0
3392917580,3391,49855,88590,8151,8265,11232,8172,8175,8168,624,94,2,0,0,0,0
