3392966323,0,4294823727,0,0,0,0,0,0,0,617,0,0,0,0,0,0
3392966324,0,4294823727,0,0,0,0,0,0,0,617,0,990,0,0,0,0
3392966325,4615,4294955134,4294907425,7789,7754,11102,8155,8156,8157,617,0,990,0,0,0,0
3392966326,4623,4294958262,4294957658,7786,7756,11115,8207,8204,8184,617,0,990,0,0,0,0
3392966327,4631,4294958101,4294957975,7788,7743,11119,8223,8227,8212,617,0,990,0,0,0,0
3392966328,4639,4294958041,4294958289,7783,7753,11119,8195,8194,8192,617,0,990,0,0,0,0
3392966329,4651,4294958038,4294958561,7805,7730,11103,8180,8172,8161,617,0,990,0,0,0,0
3392966330,4659,4294958059,4294958632,7789,7745,11114,8202,8199,8195,617,0,990,0,0,0,0
3392966331,4667,4294958566,4294958842,7789,7751,11110,8168,8170,8166,618,0,990,0,0,0,0
3392966332,4675,4294958212,4294959169,7786,7744,11111,8225,8222,8201,618,0,990,0,0,0,0
